 5.01187234e+05  5.01187234e+05  0.00000000e+00 -4.99636420e+01 -1.56758902e+00 
 5.30884444e+05  5.30884444e+05  0.00000000e+00 -5.04636372e+01 -1.56776844e+00 
 5.62341325e+05  5.62341325e+05  0.00000000e+00 -5.09636329e+01 -1.56793781e+00 
 5.95662144e+05  5.95662144e+05  0.00000000e+00 -5.14636290e+01 -1.56809771e+00 
 6.30957344e+05  6.30957344e+05  0.00000000e+00 -5.19636256e+01 -1.56824867e+00 
 6.68343918e+05  6.68343918e+05  0.00000000e+00 -5.24636225e+01 -1.56839119e+00 
 7.07945784e+05  7.07945784e+05  0.00000000e+00 -5.29636198e+01 -1.56852573e+00 
 7.49894209e+05  7.49894209e+05  0.00000000e+00 -5.34636173e+01 -1.56865274e+00 
 7.94328235e+05  7.94328235e+05  0.00000000e+00 -5.39636152e+01 -1.56877265e+00 
 8.41395142e+05  8.41395142e+05  0.00000000e+00 -5.44636132e+01 -1.56888585e+00 
 8.91250938e+05  8.91250938e+05  0.00000000e+00 -5.49636115e+01 -1.56899272e+00 
 9.44060876e+05  9.44060876e+05  0.00000000e+00 -5.54636100e+01 -1.56909362e+00 
 1.00000000e+06  1.00000000e+06  0.00000000e+00 -5.59636086e+01 -1.56918886e+00 
